id	answer
ko-KP_1131	D
ko-KP_1132	D
ko-KP_1133	D
ko-KP_1134	D
ko-KP_1135	D
ko-KP_1136	D
ko-KP_1137	D
ko-KP_1138	D
ko-KP_1139	D
ko-KP_1140	D
ko-KP_1141	D
ko-KP_1142	D
su-JB_1135	A
su-JB_1136	A
su-JB_1137	A
su-JB_1138	A
su-JB_1139	A
su-JB_1140	A
su-JB_1141	A
su-JB_1142	A
en-GB_1233	C
en-GB_1234	D
en-US_0775	D
ko-KR_1224	D
ko-KR_1225	D
ar-DZ_1015	C
ar-DZ_1016	D
zh-CN_0797	D
zh-CN_0798	D
id-ID_0697	C
id-ID_0698	D
id-ID_0699	D
es-ES_1040	C
es-ES_1041	D
es-ES_1042	D
fa-IR_0735	C
fa-IR_0736	D
es-MX_0905	A
es-MX_0906	D
as-AS_1191	D
el-GR_1445	D
el-GR_1446	D
am-ET_1379	C
am-ET_1380	D
am-ET_1381	D
ha-NG_0852	D
ha-NG_0853	D
az-AZ_1105	D
az-AZ_1106	D
ko-KP_1143	D
su-JB_1143	D
en-GB_1235	C
en-US_0776	B
en-US_0777	C
ko-KR_1226	C
ar-DZ_1017	C
zh-CN_0799	C
id-ID_0700	B
es-ES_1043	C
fa-IR_0737	C
fa-IR_0738	B
es-MX_0907	B
es-MX_0908	C
es-MX_0909	C
as-AS_1192	B
el-GR_1447	B
am-ET_1382	B
ha-NG_0854	C
az-AZ_1107	C
ko-KP_1144	C
su-JB_1144	B
en-GB_1236	B
en-GB_1237	B
en-US_0778	B
en-US_0779	B
ko-KR_1227	B
ar-DZ_1018	A
zh-CN_0800	B
zh-CN_0801	B
id-ID_0701	B
es-ES_1044	B
fa-IR_0739	A
es-MX_0910	B
es-MX_0911	B
as-AS_1193	C
as-AS_1194	B
as-AS_1195	B
el-GR_1448	B
el-GR_1449	B
am-ET_1383	B
am-ET_1384	B
ha-NG_0855	B
ha-NG_0856	B
az-AZ_1108	B
ko-KP_1145	B
su-JB_1145	B
en-GB_1238	D
en-GB_1239	C
en-GB_1240	C
en-GB_1241	C
en-US_0780	C
en-US_0781	C
en-US_0782	B
en-US_0783	D
en-US_0784	C
en-US_0785	C
en-US_0786	C
en-US_0787	B
en-US_0788	B
en-US_0789	C
en-US_0790	B
en-US_0791	B
en-US_0792	A
en-US_0793	C
en-US_0794	B
en-US_0795	B
en-US_0796	C
en-US_0797	B
en-US_0798	B
en-US_0799	C
ko-KR_1228	D
ko-KR_1229	D
ko-KR_1230	C
ko-KR_1231	D
ko-KR_1232	C
ko-KR_1233	C
ko-KR_1234	D
ko-KR_1235	C
ko-KR_1236	C
ko-KR_1237	C
ar-DZ_1019	B
ar-DZ_1020	B
ar-DZ_1021	B
ar-DZ_1022	A
ar-DZ_1023	C
ar-DZ_1024	C
ar-DZ_1025	B
ar-DZ_1026	C
ar-DZ_1027	B
ar-DZ_1028	B
ar-DZ_1029	C
ar-DZ_1030	C
ar-DZ_1031	B
ar-DZ_1032	C
ar-DZ_1033	B
ar-DZ_1034	B
ar-DZ_1035	D
ar-DZ_1036	C
ar-DZ_1037	C
ar-DZ_1038	C
zh-CN_0802	D
zh-CN_0803	D
zh-CN_0804	C
zh-CN_0805	D
zh-CN_0806	C
zh-CN_0807	C
zh-CN_0808	D
zh-CN_0809	C
zh-CN_0810	C
zh-CN_0811	C
id-ID_0702	C
id-ID_0703	C
id-ID_0704	B
id-ID_0705	C
id-ID_0706	B
id-ID_0707	B
id-ID_0708	D
id-ID_0709	C
id-ID_0710	C
id-ID_0711	C
es-ES_1045	B
es-ES_1046	D
fa-IR_0740	B
fa-IR_0741	A
fa-IR_0742	B
fa-IR_0743	B
fa-IR_0744	C
fa-IR_0745	B
fa-IR_0746	B
fa-IR_0747	C
es-MX_0912	D
es-MX_0913	C
es-MX_0914	C
es-MX_0915	C
es-MX_0916	C
es-MX_0917	B
es-MX_0918	B
es-MX_0919	C
as-AS_1196	D
as-AS_1197	D
as-AS_1198	C
as-AS_1199	D
as-AS_1200	C
as-AS_1201	C
as-AS_1202	D
as-AS_1203	C
as-AS_1204	C
as-AS_1205	C
el-GR_1450	A
el-GR_1451	A
el-GR_1452	B
el-GR_1453	A
el-GR_1454	A
el-GR_1455	B
el-GR_1456	A
el-GR_1457	B
el-GR_1458	A
el-GR_1459	B
el-GR_1460	A
el-GR_1461	B
el-GR_1462	A
el-GR_1463	B
el-GR_1464	A
el-GR_1465	B
el-GR_1466	B
el-GR_1467	A
el-GR_1468	B
el-GR_1469	B
am-ET_1385	A
am-ET_1386	A
am-ET_1387	A
am-ET_1388	A
am-ET_1389	A
am-ET_1390	A
am-ET_1391	A
am-ET_1392	A
am-ET_1393	A
am-ET_1394	A
am-ET_1395	A
am-ET_1396	A
am-ET_1397	A
am-ET_1398	A
am-ET_1399	A
am-ET_1400	A
am-ET_1401	A
am-ET_1402	A
am-ET_1403	A
am-ET_1404	A
ha-NG_0857	D
ha-NG_0858	C
ha-NG_0859	C
ha-NG_0860	C
az-AZ_1109	D
az-AZ_1110	D
az-AZ_1111	D
az-AZ_1112	C
az-AZ_1113	D
az-AZ_1114	D
az-AZ_1115	C
az-AZ_1116	D
az-AZ_1117	C
az-AZ_1118	C
az-AZ_1119	D
az-AZ_1120	D
az-AZ_1121	C
az-AZ_1122	D
az-AZ_1123	C
az-AZ_1124	C
az-AZ_1125	D
az-AZ_1126	C
az-AZ_1127	C
az-AZ_1128	C
ko-KP_1146	D
ko-KP_1147	D
ko-KP_1148	C
ko-KP_1149	D
ko-KP_1150	C
ko-KP_1151	C
ko-KP_1152	D
ko-KP_1153	C
ko-KP_1154	C
ko-KP_1155	C
su-JB_1146	C
su-JB_1147	B
su-JB_1148	B
su-JB_1149	C
en-GB_1242	A
en-GB_1243	A
en-US_0800	B
en-US_0801	A
en-US_0802	A
ko-KR_1238	B
ko-KR_1239	B
ko-KR_1240	A
ko-KR_1241	A
ar-DZ_1039	B
ar-DZ_1040	A
ar-DZ_1041	A
zh-CN_0812	B
zh-CN_0813	A
zh-CN_0814	A
id-ID_0712	A
es-ES_1047	B
es-ES_1048	A
es-ES_1049	A
fa-IR_0748	A
fa-IR_0749	A
fa-IR_0750	A
es-MX_0920	A
es-MX_0921	A
es-MX_0922	A
es-MX_0923	A
as-AS_1206	B
as-AS_1207	B
as-AS_1208	A
el-GR_1470	B
el-GR_1471	A
el-GR_1472	A
am-ET_1405	C
am-ET_1406	C
am-ET_1407	C
am-ET_1408	C
ha-NG_0861	B
ha-NG_0862	A
ha-NG_0863	A
az-AZ_1129	B
az-AZ_1130	B
az-AZ_1131	A
ko-KP_1156	A
ko-KP_1157	B
ko-KP_1158	A
ko-KP_1159	A
su-JB_1150	A
su-JB_1151	A
en-GB_1244	A
en-GB_1245	A
en-GB_1246	B
en-GB_1247	A
en-GB_1248	A
en-GB_1249	B
en-GB_1250	A
en-GB_1251	A
en-GB_1252	B
en-GB_1253	A
en-GB_1254	A
en-GB_1255	B
en-GB_1256	A
en-GB_1257	B
en-GB_1258	A
en-GB_1259	A
en-GB_1260	B
en-GB_1261	A
en-GB_1262	B
en-GB_1263	B
en-GB_1264	C
en-GB_1265	B
en-GB_1266	A
en-GB_1267	B
en-GB_1268	A
en-GB_1269	B
en-GB_1270	A
en-GB_1271	B
en-GB_1272	A
en-GB_1273	B
en-GB_1274	A
en-GB_1275	A
en-GB_1276	B
en-GB_1277	A
en-GB_1278	B
en-GB_1279	A
en-GB_1280	A
en-GB_1281	B
en-GB_1282	A
en-GB_1283	B
en-GB_1284	B
en-GB_1285	C
en-GB_1286	B
en-GB_1287	A
en-GB_1288	B
en-GB_1289	A
en-GB_1290	B
en-GB_1291	A
en-GB_1292	B
en-GB_1293	B
en-GB_1294	A
en-GB_1295	A
en-GB_1296	B
en-GB_1297	A
en-GB_1298	B
en-GB_1299	B
en-GB_1300	C
en-GB_1301	B
en-GB_1302	A
en-GB_1303	B
en-GB_1304	A
en-GB_1305	B
en-GB_1306	A
en-GB_1307	B
en-GB_1308	B
en-GB_1309	B
en-GB_1310	C
en-GB_1311	B
en-GB_1312	A
en-GB_1313	B
en-GB_1314	A
en-GB_1315	B
en-GB_1316	A
en-GB_1317	B
en-GB_1318	B
en-GB_1319	C
en-GB_1320	B
en-GB_1321	C
en-GB_1322	B
en-GB_1323	C
en-GB_1324	B
en-GB_1325	A
en-GB_1326	B
en-GB_1327	B
en-US_0803	C
en-US_0804	C
en-US_0805	C
en-US_0806	C
en-US_0807	C
en-US_0808	B
en-US_0809	C
en-US_0810	C
en-US_0811	C
en-US_0812	D
en-US_0813	D
en-US_0814	D
en-US_0815	D
en-US_0816	C
en-US_0817	D
en-US_0818	D
en-US_0819	D
en-US_0820	D
en-US_0821	D
en-US_0822	D
en-US_0823	C
en-US_0824	D
en-US_0825	D
en-US_0826	D
en-US_0827	D
en-US_0828	D
en-US_0829	C
en-US_0830	D
en-US_0831	D
en-US_0832	D
en-US_0833	D
en-US_0834	C
en-US_0835	D
en-US_0836	D
en-US_0837	D
en-US_0838	C
en-US_0839	D
en-US_0840	D
en-US_0841	D
en-US_0842	C
en-US_0843	C
en-US_0844	C
en-US_0845	D
en-US_0846	D
en-US_0847	D
en-US_0848	C
en-US_0849	C
en-US_0850	C
en-US_0851	C
en-US_0852	B
en-US_0853	C
en-US_0854	C
en-US_0855	C
en-US_0856	C
en-US_0857	C
en-US_0858	C
en-US_0859	B
en-US_0860	C
en-US_0861	C
en-US_0862	C
en-US_0863	C
en-US_0864	C
en-US_0865	B
en-US_0866	C
en-US_0867	C
en-US_0868	C
en-US_0869	C
en-US_0870	B
en-US_0871	C
en-US_0872	C
en-US_0873	C
en-US_0874	B
en-US_0875	C
en-US_0876	C
en-US_0877	C
en-US_0878	B
en-US_0879	B
en-US_0880	B
en-US_0881	C
en-US_0882	C
en-US_0883	C
en-US_0884	D
en-US_0885	D
en-US_0886	D
en-US_0887	C
en-US_0888	D
en-US_0889	D
en-US_0890	D
en-US_0891	D
en-US_0892	D
en-US_0893	C
en-US_0894	D
en-US_0895	D
en-US_0896	D
en-US_0897	D
en-US_0898	C
en-US_0899	D
en-US_0900	D
en-US_0901	D
en-US_0902	C
en-US_0903	D
en-US_0904	D
en-US_0905	D
en-US_0906	C
en-US_0907	C
en-US_0908	C
en-US_0909	D
en-US_0910	D
en-US_0911	D
en-US_0912	D
en-US_0913	D
en-US_0914	C
en-US_0915	D
en-US_0916	D
en-US_0917	D
en-US_0918	D
en-US_0919	C
en-US_0920	D
en-US_0921	D
en-US_0922	D
en-US_0923	C
en-US_0924	D
en-US_0925	D
en-US_0926	D
en-US_0927	C
en-US_0928	C
en-US_0929	C
en-US_0930	D
en-US_0931	D
en-US_0932	D
en-US_0933	D
en-US_0934	C
en-US_0935	D
en-US_0936	D
en-US_0937	D
en-US_0938	C
en-US_0939	D
en-US_0940	D
en-US_0941	D
en-US_0942	C
en-US_0943	C
en-US_0944	C
en-US_0945	D
en-US_0946	D
en-US_0947	D
en-US_0948	C
en-US_0949	D
en-US_0950	D
en-US_0951	D
en-US_0952	C
en-US_0953	C
en-US_0954	C
en-US_0955	D
en-US_0956	D
en-US_0957	D
en-US_0958	C
en-US_0959	C
en-US_0960	C
en-US_0961	D
en-US_0962	D
en-US_0963	D
en-US_0964	C
en-US_0965	C
en-US_0966	C
en-US_0967	D
ko-KR_1242	B
ko-KR_1243	C
ko-KR_1244	B
ko-KR_1245	C
ko-KR_1246	B
ko-KR_1247	B
ko-KR_1248	B
ko-KR_1249	C
ko-KR_1250	B
ko-KR_1251	B
ko-KR_1252	A
ko-KR_1253	B
ko-KR_1254	A
ko-KR_1255	A
ko-KR_1256	A
ko-KR_1257	B
ko-KR_1258	A
ko-KR_1259	B
ko-KR_1260	C
ko-KR_1261	B
ko-KR_1262	B
ko-KR_1263	B
ko-KR_1264	C
ko-KR_1265	B
ko-KR_1266	B
ko-KR_1267	A
ko-KR_1268	A
ko-KR_1269	A
ko-KR_1270	B
ko-KR_1271	A
ko-KR_1272	B
ko-KR_1273	B
ko-KR_1274	B
ko-KR_1275	C
ko-KR_1276	B
ko-KR_1277	A
ko-KR_1278	A
ko-KR_1279	B
ko-KR_1280	A
ko-KR_1281	A
ko-KR_1282	B
ko-KR_1283	A
ko-KR_1284	B
ko-KR_1285	A
ko-KR_1286	B
ko-KR_1287	C
ko-KR_1288	B
ko-KR_1289	C
ko-KR_1290	B
ko-KR_1291	B
ko-KR_1292	B
ko-KR_1293	C
ko-KR_1294	B
ko-KR_1295	C
ko-KR_1296	D
ko-KR_1297	C
ko-KR_1298	C
ko-KR_1299	C
ko-KR_1300	D
ko-KR_1301	C
ko-KR_1302	C
ko-KR_1303	B
ko-KR_1304	B
ko-KR_1305	B
ko-KR_1306	C
ko-KR_1307	B
ko-KR_1308	C
ko-KR_1309	C
ko-KR_1310	C
ko-KR_1311	D
ko-KR_1312	C
ko-KR_1313	B
ko-KR_1314	B
ko-KR_1315	C
ko-KR_1316	B
ko-KR_1317	B
ko-KR_1318	C
ko-KR_1319	B
ko-KR_1320	C
ko-KR_1321	B
ko-KR_1322	C
ko-KR_1323	B
ko-KR_1324	C
ko-KR_1325	B
ko-KR_1326	B
ko-KR_1327	B
ko-KR_1328	C
ko-KR_1329	B
ko-KR_1330	B
ko-KR_1331	A
ko-KR_1332	A
ko-KR_1333	A
ko-KR_1334	B
ko-KR_1335	A
ko-KR_1336	B
ko-KR_1337	B
ko-KR_1338	B
ko-KR_1339	C
ko-KR_1340	B
ko-KR_1341	A
ko-KR_1342	A
ko-KR_1343	B
ko-KR_1344	A
ko-KR_1345	A
ko-KR_1346	B
ko-KR_1347	A
ko-KR_1348	B
ko-KR_1349	A
ko-KR_1350	B
ko-KR_1351	C
ko-KR_1352	B
ko-KR_1353	B
ko-KR_1354	B
ko-KR_1355	C
ko-KR_1356	B
ko-KR_1357	C
ko-KR_1358	C
ko-KR_1359	C
ko-KR_1360	D
ko-KR_1361	C
ko-KR_1362	B
ko-KR_1363	B
ko-KR_1364	C
ko-KR_1365	B
ko-KR_1366	B
ko-KR_1367	C
ko-KR_1368	B
ko-KR_1369	C
ko-KR_1370	B
ko-KR_1371	C
ko-KR_1372	B
ko-KR_1373	B
ko-KR_1374	B
ko-KR_1375	C
ko-KR_1376	B
ko-KR_1377	A
ko-KR_1378	A
ko-KR_1379	B
ko-KR_1380	A
ko-KR_1381	A
ko-KR_1382	B
ko-KR_1383	A
ko-KR_1384	B
ko-KR_1385	A
ko-KR_1386	B
ko-KR_1387	B
ko-KR_1388	B
ko-KR_1389	C
ko-KR_1390	B
ko-KR_1391	B
ko-KR_1392	C
ko-KR_1393	B
ko-KR_1394	C
ko-KR_1395	B
ko-KR_1396	C
ko-KR_1397	A
ko-KR_1398	B
ko-KR_1399	A
ko-KR_1400	B
ko-KR_1401	A
ko-KR_1402	B
ko-KR_1403	B
ko-KR_1404	A
ko-KR_1405	B
ko-KR_1406	B
ar-DZ_1042	B
ar-DZ_1043	B
ar-DZ_1044	B
ar-DZ_1045	C
ar-DZ_1046	B
ar-DZ_1047	B
ar-DZ_1048	C
ar-DZ_1049	B
ar-DZ_1050	B
ar-DZ_1051	B
ar-DZ_1052	C
ar-DZ_1053	B
ar-DZ_1054	B
ar-DZ_1055	C
ar-DZ_1056	B
ar-DZ_1057	B
ar-DZ_1058	C
ar-DZ_1059	B
ar-DZ_1060	B
ar-DZ_1061	C
ar-DZ_1062	B
ar-DZ_1063	C
ar-DZ_1064	B
ar-DZ_1065	B
ar-DZ_1066	C
ar-DZ_1067	B
ar-DZ_1068	C
ar-DZ_1069	C
ar-DZ_1070	D
ar-DZ_1071	C
ar-DZ_1072	B
ar-DZ_1073	C
ar-DZ_1074	B
ar-DZ_1075	C
ar-DZ_1076	B
ar-DZ_1077	C
ar-DZ_1078	A
ar-DZ_1079	A
ar-DZ_1080	B
ar-DZ_1081	A
ar-DZ_1082	A
ar-DZ_1083	B
ar-DZ_1084	A
ar-DZ_1085	A
ar-DZ_1086	B
ar-DZ_1087	A
ar-DZ_1088	A
ar-DZ_1089	B
ar-DZ_1090	A
ar-DZ_1091	B
ar-DZ_1092	A
ar-DZ_1093	A
ar-DZ_1094	B
ar-DZ_1095	A
ar-DZ_1096	B
ar-DZ_1097	B
ar-DZ_1098	C
ar-DZ_1099	B
ar-DZ_1100	A
ar-DZ_1101	B
ar-DZ_1102	A
ar-DZ_1103	B
ar-DZ_1104	A
ar-DZ_1105	B
ar-DZ_1106	A
ar-DZ_1107	B
ar-DZ_1108	A
ar-DZ_1109	A
ar-DZ_1110	B
ar-DZ_1111	A
ar-DZ_1112	B
ar-DZ_1113	A
ar-DZ_1114	A
ar-DZ_1115	B
ar-DZ_1116	A
ar-DZ_1117	B
ar-DZ_1118	B
ar-DZ_1119	C
ar-DZ_1120	B
ar-DZ_1121	A
ar-DZ_1122	B
ar-DZ_1123	A
ar-DZ_1124	B
ar-DZ_1125	A
ar-DZ_1126	B
ar-DZ_1127	B
ar-DZ_1128	A
ar-DZ_1129	A
ar-DZ_1130	B
ar-DZ_1131	A
ar-DZ_1132	B
ar-DZ_1133	B
ar-DZ_1134	C
ar-DZ_1135	B
ar-DZ_1136	A
ar-DZ_1137	B
ar-DZ_1138	A
ar-DZ_1139	B
ar-DZ_1140	A
ar-DZ_1141	B
ar-DZ_1142	B
ar-DZ_1143	B
ar-DZ_1144	C
ar-DZ_1145	B
ar-DZ_1146	A
ar-DZ_1147	B
ar-DZ_1148	A
ar-DZ_1149	B
ar-DZ_1150	A
ar-DZ_1151	B
ar-DZ_1152	B
ar-DZ_1153	C
ar-DZ_1154	B
ar-DZ_1155	C
ar-DZ_1156	B
ar-DZ_1157	C
ar-DZ_1158	B
ar-DZ_1159	A
ar-DZ_1160	B
ar-DZ_1161	B
zh-CN_0815	B
zh-CN_0816	C
zh-CN_0817	B
zh-CN_0818	C
zh-CN_0819	B
zh-CN_0820	B
zh-CN_0821	B
zh-CN_0822	C
zh-CN_0823	B
zh-CN_0824	C
zh-CN_0825	B
zh-CN_0826	C
zh-CN_0827	B
zh-CN_0828	B
zh-CN_0829	B
zh-CN_0830	C
zh-CN_0831	B
zh-CN_0832	C
zh-CN_0833	D
zh-CN_0834	C
zh-CN_0835	C
zh-CN_0836	C
zh-CN_0837	D
zh-CN_0838	C
zh-CN_0839	C
zh-CN_0840	B
zh-CN_0841	B
zh-CN_0842	B
zh-CN_0843	C
zh-CN_0844	B
zh-CN_0845	C
zh-CN_0846	C
zh-CN_0847	C
zh-CN_0848	D
zh-CN_0849	C
zh-CN_0850	B
zh-CN_0851	B
zh-CN_0852	C
zh-CN_0853	B
zh-CN_0854	B
zh-CN_0855	C
zh-CN_0856	B
zh-CN_0857	C
zh-CN_0858	B
zh-CN_0859	C
zh-CN_0860	B
zh-CN_0861	A
zh-CN_0862	B
zh-CN_0863	A
zh-CN_0864	A
zh-CN_0865	A
zh-CN_0866	B
zh-CN_0867	A
zh-CN_0868	B
zh-CN_0869	C
zh-CN_0870	B
zh-CN_0871	B
zh-CN_0872	B
zh-CN_0873	C
zh-CN_0874	B
zh-CN_0875	B
zh-CN_0876	A
zh-CN_0877	A
zh-CN_0878	A
zh-CN_0879	B
zh-CN_0880	A
zh-CN_0881	B
zh-CN_0882	B
zh-CN_0883	B
zh-CN_0884	C
zh-CN_0885	B
zh-CN_0886	A
zh-CN_0887	A
zh-CN_0888	B
zh-CN_0889	A
zh-CN_0890	A
zh-CN_0891	B
zh-CN_0892	A
zh-CN_0893	B
zh-CN_0894	A
zh-CN_0895	B
zh-CN_0896	B
zh-CN_0897	C
zh-CN_0898	B
zh-CN_0899	B
zh-CN_0900	B
zh-CN_0901	C
zh-CN_0902	B
zh-CN_0903	B
zh-CN_0904	A
zh-CN_0905	A
zh-CN_0906	A
zh-CN_0907	B
zh-CN_0908	A
zh-CN_0909	B
zh-CN_0910	B
zh-CN_0911	B
zh-CN_0912	C
zh-CN_0913	B
zh-CN_0914	A
zh-CN_0915	A
zh-CN_0916	B
zh-CN_0917	A
zh-CN_0918	A
zh-CN_0919	B
zh-CN_0920	A
zh-CN_0921	B
zh-CN_0922	A
zh-CN_0923	B
zh-CN_0924	C
zh-CN_0925	B
zh-CN_0926	B
zh-CN_0927	B
zh-CN_0928	C
zh-CN_0929	B
zh-CN_0930	C
zh-CN_0931	C
zh-CN_0932	C
zh-CN_0933	D
zh-CN_0934	C
zh-CN_0935	B
zh-CN_0936	B
zh-CN_0937	C
zh-CN_0938	B
zh-CN_0939	B
zh-CN_0940	C
zh-CN_0941	B
zh-CN_0942	C
zh-CN_0943	B
zh-CN_0944	C
zh-CN_0945	B
zh-CN_0946	B
zh-CN_0947	B
zh-CN_0948	C
zh-CN_0949	B
zh-CN_0950	A
zh-CN_0951	A
zh-CN_0952	B
zh-CN_0953	A
zh-CN_0954	A
zh-CN_0955	B
zh-CN_0956	A
zh-CN_0957	B
zh-CN_0958	A
zh-CN_0959	B
zh-CN_0960	B
zh-CN_0961	B
zh-CN_0962	C
zh-CN_0963	B
zh-CN_0964	B
zh-CN_0965	C
zh-CN_0966	B
zh-CN_0967	C
zh-CN_0968	B
zh-CN_0969	C
zh-CN_0970	A
zh-CN_0971	B
zh-CN_0972	A
zh-CN_0973	B
zh-CN_0974	A
zh-CN_0975	B
zh-CN_0976	B
zh-CN_0977	A
zh-CN_0978	B
zh-CN_0979	B
id-ID_0713	A
id-ID_0714	A
id-ID_0715	A
id-ID_0716	B
id-ID_0717	A
id-ID_0718	A
id-ID_0719	A
id-ID_0720	A
id-ID_0721	A
id-ID_0722	A
id-ID_0723	B
id-ID_0724	A
id-ID_0725	A
id-ID_0726	A
id-ID_0727	A
id-ID_0728	A
id-ID_0729	B
id-ID_0730	A
id-ID_0731	A
id-ID_0732	A
id-ID_0733	A
id-ID_0734	B
id-ID_0735	A
id-ID_0736	A
id-ID_0737	A
id-ID_0738	A
id-ID_0739	B
id-ID_0740	B
id-ID_0741	B
id-ID_0742	B
id-ID_0743	A
id-ID_0744	A
id-ID_0745	A
id-ID_0746	A
id-ID_0747	A
id-ID_0748	A
id-ID_0749	A
id-ID_0750	A
id-ID_0751	B
id-ID_0752	A
id-ID_0753	A
id-ID_0754	A
id-ID_0755	A
id-ID_0756	A
id-ID_0757	B
id-ID_0758	A
id-ID_0759	A
id-ID_0760	A
id-ID_0761	A
id-ID_0762	B
id-ID_0763	A
id-ID_0764	A
id-ID_0765	A
id-ID_0766	A
id-ID_0767	B
id-ID_0768	B
id-ID_0769	B
id-ID_0770	B
id-ID_0771	A
id-ID_0772	A
id-ID_0773	A
id-ID_0774	A
id-ID_0775	A
id-ID_0776	A
id-ID_0777	A
id-ID_0778	B
id-ID_0779	A
id-ID_0780	A
id-ID_0781	A
id-ID_0782	A
id-ID_0783	B
id-ID_0784	A
id-ID_0785	A
id-ID_0786	A
id-ID_0787	A
id-ID_0788	B
id-ID_0789	B
id-ID_0790	B
id-ID_0791	B
id-ID_0792	A
id-ID_0793	A
id-ID_0794	A
id-ID_0795	A
id-ID_0796	A
id-ID_0797	A
id-ID_0798	B
id-ID_0799	A
id-ID_0800	A
id-ID_0801	A
id-ID_0802	A
id-ID_0803	B
id-ID_0804	B
id-ID_0805	B
id-ID_0806	B
id-ID_0807	A
id-ID_0808	A
id-ID_0809	A
id-ID_0810	A
id-ID_0811	A
id-ID_0812	A
id-ID_0813	B
id-ID_0814	B
id-ID_0815	B
id-ID_0816	B
id-ID_0817	A
id-ID_0818	A
id-ID_0819	A
id-ID_0820	A
id-ID_0821	A
id-ID_0822	A
id-ID_0823	B
id-ID_0824	B
id-ID_0825	B
id-ID_0826	B
id-ID_0827	B
id-ID_0828	B
id-ID_0829	A
id-ID_0830	A
id-ID_0831	A
id-ID_0832	A
id-ID_0833	A
id-ID_0834	A
id-ID_0835	A
id-ID_0836	B
id-ID_0837	A
id-ID_0838	A
id-ID_0839	A
id-ID_0840	A
id-ID_0841	A
id-ID_0842	A
id-ID_0843	B
id-ID_0844	A
id-ID_0845	A
id-ID_0846	A
id-ID_0847	A
id-ID_0848	A
id-ID_0849	B
id-ID_0850	A
id-ID_0851	A
id-ID_0852	A
id-ID_0853	A
id-ID_0854	B
id-ID_0855	A
id-ID_0856	A
id-ID_0857	A
id-ID_0858	A
id-ID_0859	B
id-ID_0860	B
id-ID_0861	B
id-ID_0862	B
id-ID_0863	A
id-ID_0864	A
id-ID_0865	A
id-ID_0866	A
id-ID_0867	A
id-ID_0868	A
id-ID_0869	A
id-ID_0870	A
id-ID_0871	B
id-ID_0872	A
id-ID_0873	A
id-ID_0874	A
id-ID_0875	A
id-ID_0876	A
id-ID_0877	B
id-ID_0878	A
id-ID_0879	A
id-ID_0880	A
id-ID_0881	A
id-ID_0882	B
id-ID_0883	A
id-ID_0884	A
id-ID_0885	A
id-ID_0886	A
id-ID_0887	B
id-ID_0888	B
id-ID_0889	B
id-ID_0890	B
id-ID_0891	A
id-ID_0892	A
id-ID_0893	A
id-ID_0894	A
id-ID_0895	A
id-ID_0896	A
id-ID_0897	A
id-ID_0898	B
id-ID_0899	A
id-ID_0900	A
id-ID_0901	A
id-ID_0902	A
id-ID_0903	B
id-ID_0904	A
id-ID_0905	A
id-ID_0906	A
id-ID_0907	A
id-ID_0908	B
id-ID_0909	B
id-ID_0910	B
id-ID_0911	B
id-ID_0912	A
id-ID_0913	A
id-ID_0914	A
id-ID_0915	A
id-ID_0916	A
id-ID_0917	A
id-ID_0918	B
id-ID_0919	A
id-ID_0920	A
id-ID_0921	A
id-ID_0922	A
id-ID_0923	B
id-ID_0924	B
id-ID_0925	B
id-ID_0926	B
id-ID_0927	A
id-ID_0928	A
id-ID_0929	A
id-ID_0930	A
id-ID_0931	A
id-ID_0932	A
id-ID_0933	B
id-ID_0934	B
id-ID_0935	B
id-ID_0936	B
id-ID_0937	A
id-ID_0938	A
id-ID_0939	A
id-ID_0940	A
id-ID_0941	A
id-ID_0942	A
id-ID_0943	B
id-ID_0944	B
id-ID_0945	B
id-ID_0946	B
id-ID_0947	B
id-ID_0948	B
id-ID_0949	A
id-ID_0950	A
id-ID_0951	A
id-ID_0952	A
id-ID_0953	A
id-ID_0954	A
id-ID_0955	A
id-ID_0956	B
id-ID_0957	A
id-ID_0958	A
id-ID_0959	A
id-ID_0960	A
id-ID_0961	A
id-ID_0962	A
id-ID_0963	B
id-ID_0964	A
id-ID_0965	A
id-ID_0966	A
id-ID_0967	A
id-ID_0968	A
id-ID_0969	B
id-ID_0970	A
id-ID_0971	A
id-ID_0972	A
id-ID_0973	A
id-ID_0974	B
id-ID_0975	A
id-ID_0976	A
id-ID_0977	A
id-ID_0978	A
id-ID_0979	B
id-ID_0980	B
id-ID_0981	B
id-ID_0982	B
id-ID_0983	A
id-ID_0984	A
id-ID_0985	A
id-ID_0986	A
id-ID_0987	A
id-ID_0988	A
id-ID_0989	A
id-ID_0990	A
id-ID_0991	B
id-ID_0992	A
id-ID_0993	A
id-ID_0994	A
id-ID_0995	A
id-ID_0996	A
id-ID_0997	B
id-ID_0998	A
id-ID_0999	A
id-ID_1000	A
id-ID_1001	A
id-ID_1002	B
id-ID_1003	A
id-ID_1004	A
id-ID_1005	A
id-ID_1006	A
id-ID_1007	B
id-ID_1008	B
id-ID_1009	B
id-ID_1010	B
id-ID_1011	A
id-ID_1012	A
id-ID_1013	A
id-ID_1014	A
id-ID_1015	A
id-ID_1016	A
id-ID_1017	A
id-ID_1018	B
id-ID_1019	A
id-ID_1020	A
id-ID_1021	A
id-ID_1022	A
id-ID_1023	B
id-ID_1024	A
id-ID_1025	A
id-ID_1026	A
id-ID_1027	A
id-ID_1028	B
id-ID_1029	B
id-ID_1030	B
id-ID_1031	B
id-ID_1032	A
id-ID_1033	A
